team_code,team_name,season,suspicious_reason,percent_players_67_to_71,percent_same_rating,highest_rated_player,highest_ovr,average_ovr,rating_spread,recommended_action
NO,New Orleans Saints,1974,compressed spread (11),3.6,35.7,Derland Moore,81,74.8,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1989,>=40% share one rating (74); compressed spread (7); no player >=80 (top 77),3.6,49.1,Morten Andersen,77,74.3,7,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1994,>=40% share one rating (74); compressed spread (6); no player >=80 (top 76),3.6,50,Doug Riesenberg,76,74.1,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1983,>=40% share one rating (75); compressed spread (7); no player >=80 (top 77),3.6,45.5,Tony Franklin,77,74.5,7,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1994,>=40% share one rating (75); compressed spread (6); no player >=80 (top 76),3.6,64.3,Bernard Williams,76,74.5,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1991,>=40% share one rating (75); compressed spread (11),3.6,48.2,Robert Blackmon,81,74.9,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1984,>=40% share one rating (75); compressed spread (11),3.6,61.8,Carlton Williamson,81,75,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
STL,St. Louis Rams,1983,compressed spread (6); no player >=80 (top 77),3.6,38.2,John Misko,77,75,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
STL,St. Louis Rams,1988,>=40% share one rating (75); compressed spread (11),3.6,43.6,Alvin Wright,81,75.1,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
TB,Tampa Bay Buccaneers,1991,>=40% share one rating (76); compressed spread (6); no player >=80 (top 77),3.6,50.9,Mark Royals,77,75,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
TEN,Tennessee Titans,1984,>=40% share one rating (76); compressed spread (10),3.6,67.9,Brian Sochia,81,75.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
WAS,Washington Commanders,1985,>=40% share one rating (76); compressed spread (7); no player >=80 (top 78),3.6,66.1,Mark Moseley,78,75.3,7,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
WAS,Washington Commanders,1986,>=40% share one rating (76); compressed spread (6); no player >=80 (top 77),3.6,75,Doug Williams,77,75.6,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
DET,Detroit Lions,1979,>=40% share one rating (72); compressed spread (5); no player >=80 (top 75),3.5,52.6,Benny Ricardo,75,72.5,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
DET,Detroit Lions,1988,>=40% share one rating (72); compressed spread (5); no player >=80 (top 76),3.5,50.9,Eddie Murray,76,72.6,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
GB,Green Bay Packers,1979,>=40% share one rating (72); compressed spread (4); no player >=80 (top 75),3.5,43.9,Greg Koch,75,72.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1982,>=40% share one rating (73); compressed spread (10),3.5,50.9,Leo Wisniewski,81,73.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1995,>=40% share one rating (74); compressed spread (5); no player >=80 (top 75),3.5,43.9,Gerald Perry,75,73.5,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
GB,Green Bay Packers,1984,>=40% share one rating (73); compressed spread (11),3.4,54.2,Bill Neill,81,73.2,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
GB,Green Bay Packers,1986,>=40% share one rating (73); compressed spread (4); no player >=80 (top 75),3.4,53.4,Al Del Greco,75,72.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1984,>=40% share one rating (73); compressed spread (4); no player >=80 (top 75),3.4,56.9,Andy Ekern,75,73,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1981,>=40% share one rating (73); compressed spread (6); no player >=80 (top 76),3.4,69,Nick Lowery,76,73.1,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1985,>=40% share one rating (73); compressed spread (10),3.4,47.5,Gill Byrd,80,73.2,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1988,>=40% share one rating (73); compressed spread (9),3.4,50.8,Martin Bayless,80,73.5,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1989,>=40% share one rating (73); compressed spread (11),3.4,50,Martin Bayless,81,73.5,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1996,compressed spread (6); no player >=80 (top 76),3.4,36.2,Cole Ford,76,73.4,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1993,>=40% share one rating (74),3.4,54.2,John Randle,93,74.2,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NE,New England Patriots,1974,>=40% share one rating (74); compressed spread (6); no player >=80 (top 76),3.4,65.5,John Smith,76,73.9,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NE,New England Patriots,1991,>=40% share one rating (74); compressed spread (10),3.4,62.1,Tim Goad,81,73.8,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1993,>=40% share one rating (74),3.4,45.8,Lawrence Taylor,99,74.8,29,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1996,>=40% share one rating (75); compressed spread (11),3.4,44.8,Victor Green,81,74.4,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
STL,St. Louis Rams,1996,>=40% share one rating (76); compressed spread (6); no player >=80 (top 76),3.4,44.1,Anthony Parker,76,75,6,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
TB,Tampa Bay Buccaneers,1997,>=40% share one rating (76); compressed spread (8); no player >=80 (top 78),3.4,57.6,Michael Husted,78,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
WAS,Washington Commanders,1990,>=40% share one rating (76); compressed spread (11),3.4,71.2,Todd Bowles,81,75.7,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
WAS,Washington Commanders,1995,>=40% share one rating (76); compressed spread (7); no player >=80 (top 77),3.4,78,Gus Frerotte,77,75.6,7,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
