player_id,name,team_code,season,position,current_overall,reason_flagged,recommended_next_step
bob-griese,Bob Griese,MIA,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
don-strock,Don Strock,MIA,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
guy-benjamin,Guy Benjamin,MIA,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-lee,Bob Lee,MIN,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,MIN,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
tommy-kramer,Tommy Kramer,MIN,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
00-0002828,Matt Cavanaugh,NE,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
steve-grogan,Steve Grogan,NE,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
tom-owen,Tom Owen,NE,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
archie-manning,Archie Manning,NO,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-scott,Bobby Scott,NO,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
ed-burns,Ed Burns,NO,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fred-besana,Fred Besana,NYG,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jerry-golsteyn,Jerry Golsteyn,NYG,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-pisarcik,Joe Pisarcik,NYG,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
randy-dean,Randy Dean,NYG,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
matt-robinson,Matt Robinson,NYJ,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
00-0014225,Pat Ryan,NYJ,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
richard-todd,Richard Todd,NYJ,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-walton,John Walton,PHI,1978,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
